id	rank	name	parentid	childcount	min	max	mode	median	mean	stddev	sum16slist
3758	class	Mollicutes	3784	3	1	4			1.86	0.31	[2, 2, 2, 2, 2, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]
3759	class	Thermoplasmata	3772	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
3760	class	Caldisericia	3777	1	1	1			1.00	0.00	[1]
3761	class	Gammaproteobacteria	3798	16	1	15			4.39	2.82	[1, 1, 1, 1, 1, 1, 1, 8, 10, 9, 10, 10, 10, 10, 10, 7, 2, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 3, 2, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 2, 3, 3, 3, 3, 10, 10, 9, 8, 7, 9, 9, 8, 9, 9, 9, 9, 8, 8, 10, 8, 8, 10, 12, 11, 10, 10, 10, 8, 10, 14, 10, 10, 10, 8, 15, 8, 9, 11, 9, 8, 8, 7, 7, 11, 9, 7, 7, 9, 8, 8, 11, 11, 12, 6, 11, 8, 6, 12, 12, 2, 2, 2, 2, 5, 5, 4, 6, 4, 4, 8, 7, 8, 3, 2, 2, 3, 2, 7, 7, 8, 8, 8, 8, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 2, 3, 3, 3, 2, 2, 2, 1, 1, 1, 2, 2, 2, 6, 6, 4, 7, 5, 5, 5, 5, 6, 7, 4, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 4, 6, 4, 5, 4, 4, 7, 4, 6, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 5, 7, 5, 4, 7, 4, 4, 4, 5, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 4, 4, 5, 5, 6, 7, 6, 5, 6, 6, 4, 4, 5, 3, 4, 4, 5, 4, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
3762	class	Methanopyri	3772	1	1	1			1.00	0.00	[1]
3763	class	"Chlorobia"	3775	1	1	3			1.59	0.00	[2, 1, 2, 2, 1, 2, 3, 2, 2, 1, 1]
3764	class	Chloroflexia	3800	2	2	5			3.75	1.25	[3, 3, 3, 2, 2, 5]
3765	class	Spirochaetia	3790	1	1	4			1.80	0.00	[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4]
3766	phylum	"Deinococcus-Thermus"	3801	1	2	5			2.50	0.00	[4, 4, 4, 3, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3767	phylum	"Dictyoglomi"	3801	1	2	2			2.00	0.00	[2, 2]
3768	phylum	"Chrysiogenetes"	3801	1	3	3			3.00	0.00	[3]
3769	phylum	Firmicutes	3801	4	1	15			4.62	1.25	[1, 7, 3, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 2, 3, 2, 2, 8, 4, 6, 5, 6, 6, 3, 3, 4, 3, 4, 4, 8, 10, 8, 3, 5, 8, 2, 2, 3, 5, 5, 5, 5, 7, 6, 8, 6, 5, 5, 4, 1, 1, 4, 1, 6, 11, 10, 6, 8, 10, 10, 9, 14, 9, 7, 8, 8, 9, 9, 11, 11, 7, 9, 9, 9, 10, 11, 11, 9, 9, 11, 9, 12, 9, 8, 4, 11, 10, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 2, 3, 4, 8, 6, 8, 4, 3, 3, 1, 2, 3, 3, 4, 1, 4, 10, 8, 5, 5, 2, 6, 5, 5, 4, 4, 4, 4, 12, 8, 12, 14, 13, 9, 14, 14, 13, 8, 9, 13, 6, 7, 15, 5, 7, 7, 8, 7, 6, 5, 6, 6, 7, 10, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 10, 8, 13, 11, 12, 11, 11, 7, 13, 7, 7, 14, 13, 7, 14, 14, 14, 12, 13, 13, 14, 11, 11, 7, 12, 11, 14, 11, 8, 10, 7, 10, 10, 14, 10, 12, 6, 7, 7, 10, 13, 14, 11, 10, 10, 10, 15, 14, 13, 10, 12, 14, 9, 12, 10, 13, 10, 9, 10, 12, 7, 10, 10, 9, 9, 12, 10, 11, 11, 8, 10, 8, 7, 9, 14, 10, 13, 10, 10, 14, 11, 1, 13, 8, 5, 5, 6, 5, 5, 6, 6, 6, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 5, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 4, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 4, 5, 6, 6, 6, 6, 6, 6, 12, 10, 10, 8, 9, 9, 9, 9, 8, 6, 8, 6, 4, 4, 6, 6, 7, 5, 7, 5, 6, 6, 6, 6, 7, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 5, 6, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 4, 7, 4, 4, 5, 5, 4, 6, 1, 6, 6, 5, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 5, 4, 6, 6, 4, 5, 4, 4, 5, 4, 4, 7, 5, 5, 4, 6, 7, 5, 5, 4, 4, 4, 4, 4, 4, 6, 4, 4, 7, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 2, 4, 4, 4, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 4, 5, 5, 6, 7, 7, 9, 5, 5, 6, 9, 6, 4, 5, 5, 6, 5, 5, 5, 4, 4, 5, 5, 9, 4, 4, 5, 4, 6, 6, 7, 4, 9, 5, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5, 4, 6, 5, 4, 4, 5, 2, 5, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 6, 6, 4, 4, 6, 1, 5, 6, 6, 7, 4, 4, 7, 6, 3]
3770	phylum	"Planctomycetes"	3801	1	1	8			3.00	0.00	[3, 8, 2, 1, 1]
3771	phylum	"Crenarchaeota"	3802	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3772	phylum	"Euryarchaeota"	3802	8	1	4			1.64	0.65	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 4, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 1, 3, 1, 1, 3, 1, 1, 2, 4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 4, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3773	phylum	"Acidobacteria"	3801	2	1	2			1.56	0.44	[2, 1, 2, 1, 1, 1, 1]
3774	phylum	"Thermodesulfobacteria"	3801	1	1	2			1.50	0.00	[2, 1]
3775	phylum	"Chlorobi"	3801	1	1	3			1.59	0.00	[2, 1, 2, 2, 1, 2, 3, 2, 2, 1, 1]
3776	phylum	"Thermotogae"	3801	1	1	3			2.17	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 2, 2, 2]
3777	phylum	"Caldiserica"	3801	1	1	1			1.00	0.00	[1]
3778	phylum	"Bacteroidetes"	3801	4	1	8			2.96	0.50	[2, 8, 2, 5, 4, 4, 4, 3, 2, 5, 2, 4, 3, 2, 2, 3, 6, 3, 5, 4, 6, 6, 6, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 5, 2, 2, 2, 2, 2, 3, 3, 2, 4, 3, 4, 2, 1, 1, 1, 2, 3, 4, 4, 3, 4, 3, 4, 4, 3, 6, 4, 4, 4, 4, 4, 5, 2, 1, 3, 2, 5, 6, 6, 7, 5, 6, 6, 7, 2, 4, 5, 3, 2, 4, 4, 2, 4, 7]
3779	phylum	Candidatus Saccharibacteria	3801	1	1	1			1.00	0.00	[1, 1, 1]
3780	phylum	Cyanobacteria/Chloroplast	3801	1	1	5			2.21	0.00	[3, 3, 1, 2, 2, 2, 3, 2, 2, 2, 4, 4, 4, 4, 5, 3, 4, 5, 3, 4, 4, 2, 4, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2]
3781	phylum	"Gemmatimonadetes"	3801	1	1	1			1.00	0.00	[1]
3782	phylum	"Deferribacteres"	3801	1	2	2			2.00	0.00	[2, 2, 2]
3783	phylum	Diapherotrites	3802	1	1	1			1.00	0.00	[1]
3784	phylum	"Tenericutes"	3801	1	1	4			1.86	0.00	[2, 2, 2, 2, 2, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]
3785	phylum	"Korarchaeota"	3802	1	1	1			1.00	0.00	[1]
3786	phylum	"Chlamydiae"	3801	1	1	3			1.88	0.00	[1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3787	phylum	"Fusobacteria"	3801	1	4	8			5.58	0.00	[8, 5, 5, 5, 5, 4, 5]
3788	phylum	SR1	3801	1	1	1			1.00	0.00	[1]
3789	phylum	"Synergistetes"	3801	1	2	3			2.75	0.00	[3, 3, 3, 2]
3790	phylum	"Spirochaetes"	3801	1	1	4			1.80	0.00	[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4]
3791	phylum	Nitrospirae	3801	1	1	3			1.50	0.00	[3, 2, 1, 1]
3792	phylum	"Actinobacteria"	3801	1	1	9			1.98	0.00	[2, 2, 1, 1, 4, 5, 4, 4, 2, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 5, 6, 5, 6, 4, 6, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 5, 4, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 4, 3, 3, 1, 6, 4, 4, 5, 5, 2, 4, 2, 3, 6, 6, 4, 3, 3, 3, 3, 3, 2, 1, 3, 3, 3, 4, 1, 6, 5, 5, 6, 3, 6, 3, 3, 4, 3, 4, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 7, 6, 6, 6, 7, 6, 6, 9, 2, 2, 1, 2, 3, 2, 1, 1, 3]
3793	phylum	"Elusimicrobia"	3801	1	1	1			1.00	0.00	[1]
3794	phylum	"Verrucomicrobia"	3801	2	1	3			2.25	0.75	[1, 2, 3]
3795	phylum	Ignavibacteriae	3801	1	1	1			1.00	0.00	[1, 1]
3796	phylum	"Fibrobacteres"	3801	1	3	3			3.00	0.00	[3, 3]
3797	phylum	"Aquificae"	3801	1	1	3			2.19	0.00	[3, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 3]
3798	phylum	"Proteobacteria"	3801	5	1	15			2.95	0.82	[1, 1, 1, 1, 3, 1, 2, 2, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 5, 5, 1, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 2, 2, 3, 9, 3, 3, 3, 1, 2, 1, 1, 4, 3, 3, 3, 3, 3, 4, 4, 4, 6, 4, 4, 6, 6, 6, 6, 4, 4, 6, 5, 6, 6, 6, 5, 6, 3, 5, 7, 6, 3, 6, 5, 6, 4, 6, 2, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 6, 6, 4, 4, 4, 4, 4, 4, 6, 1, 1, 1, 5, 4, 4, 6, 4, 5, 5, 5, 2, 3, 2, 4, 4, 2, 4, 4, 5, 2, 2, 3, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 7, 2, 2, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 5, 4, 5, 5, 5, 3, 2, 3, 3, 3, 4, 4, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 3, 3, 3, 2, 2, 4, 5, 4, 4, 1, 4, 2, 9, 9, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 1, 3, 3, 2, 1, 2, 3, 1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 5, 3, 3, 4, 3, 3, 5, 6, 6, 5, 5, 7, 5, 5, 1, 2, 2, 1, 2, 2, 2, 2, 2, 3, 5, 4, 4, 4, 2, 2, 6, 3, 4, 4, 4, 4, 1, 1, 5, 3, 4, 5, 5, 3, 2, 3, 2, 2, 2, 2, 5, 4, 5, 4, 3, 3, 5, 2, 3, 2, 5, 5, 3, 1, 2, 2, 2, 2, 2, 4, 2, 4, 4, 2, 2, 1, 1, 1, 1, 2, 3, 4, 2, 2, 2, 2, 2, 4, 2, 2, 1, 2, 3, 2, 7, 2, 4, 2, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 8, 10, 9, 10, 10, 10, 10, 10, 7, 2, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 3, 2, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 2, 3, 3, 3, 3, 10, 10, 9, 8, 7, 9, 9, 8, 9, 9, 9, 9, 8, 8, 10, 8, 8, 10, 12, 11, 10, 10, 10, 8, 10, 14, 10, 10, 10, 8, 15, 8, 9, 11, 9, 8, 8, 7, 7, 11, 9, 7, 7, 9, 8, 8, 11, 11, 12, 6, 11, 8, 6, 12, 12, 2, 2, 2, 2, 5, 5, 4, 6, 4, 4, 8, 7, 8, 3, 2, 2, 3, 2, 7, 7, 8, 8, 8, 8, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 2, 3, 3, 3, 2, 2, 2, 1, 1, 1, 2, 2, 2, 6, 6, 4, 7, 5, 5, 5, 5, 6, 7, 4, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 4, 6, 4, 5, 4, 4, 7, 4, 6, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 5, 7, 5, 4, 7, 4, 4, 4, 5, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 4, 4, 5, 5, 6, 7, 6, 5, 6, 6, 4, 4, 5, 3, 4, 4, 5, 4, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
3799	phylum	"Thaumarchaeota"	3802	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1]
3800	phylum	"Chloroflexi"	3801	6	1	5			1.88	0.93	[2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 2, 2, 5]
